Year,Day,Month,Time of capture,species name,Sex,Age,Band number,Trap identification,Weather,Banding report?,Recapture?,Recapture date (month),Recapture date (day),Condition,Release,Comments,Data entry person,Weight,Wing chord,Temperature,"Recapture, original","Recapture, previous",Tail length
1973,19,9,18:00:00,Lincoln's Sparrow,U,U (Unknown),1141-32861,Cage E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,AOU 583,Keith Bradley-Hewitt,23.1,,,,,
1973,19,9,18:00:00,Rose-breasted Grosbeak,M,HY (Hatch Year),791-02630,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,48.6,,,,,
1973,19,9,19:15:00,Ovenbird,U,U (Unknown),830-47653,Net G2,Partly-cloudy; light winds,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1973,19,9,19:15:00,Field Sparrow,U,U (Unknown),1300-88302,Cage E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,AOU 563,Keith Bradley-Hewitt,16.2,,,,,
1973,19,9,19:15:00,American Goldfinch,U,L (Local),1300-88296,73-28,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,Banded in net,Keith Bradley-Hewitt,,,,,,
1973,19,9,19:15:00,American Goldfinch,U,U (Unknown),1300-88297,73-28,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1973,19,9,19:15:00,American Goldfinch,U,U (Unknown),1300-88298,73-28,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1973,19,9,19:15:00,Lost,U,U (Unknown),1300-88299,73-28,Partly-cloudy; light winds,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1973,19,9,19:15:00,American Goldfinch,U,L (Local),1300-88300,73-28,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,Weakling; dead on 9/21,Keith Bradley-Hewitt,,,,,,
1973,20,9,7:00:00,Robin,U,HY (Hatch Year),742-09486,Net G2,Clear; calm,check mark in record,no check,none,none,none,none,AOU 761,Keith Bradley-Hewitt,74,,,,,
1973,21,9,7:00:00,Robin,U,HY (Hatch Year),742-09487,Net G2,Steady rain; strong winds,check mark in record,no check,none,none,none,none,Injured wings; flew alright,Keith Bradley-Hewitt,79.1,,,,,
1973,22,9,17:30:00,Lincoln's Sparrow,U,U (Unknown),830-47654,Cage E,Cloudy; strong winds,check mark in record,no check,none,none,none,none,#583,Keith Bradley-Hewitt,16.8,,,,,
1973,22,9,19:30:00,Rose-breasted Grosbeak,F,U (Unknown),791-02631,Net G2,Cloudy; strong winds,check mark in record,no check,none,none,none,none,Held overnight; #595,Keith Bradley-Hewitt,45.5,,,,,
1973,23,9,9:00:00,White-throated Sparrow,U,U (Unknown),1141-32862,Net GN2,Clear; calm,check mark in record,no check,none,none,none,none,#558,Keith Bradley-Hewitt,23.9,,,,,
1973,23,9,9:00:00,White-throated Sparrow,U,U (Unknown),1141-32863,Net GN2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,24.2,,,,,
1973,23,9,9:00:00,Song Sparrow,U,U (Unknown),1141-32864,Net GN2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,22.7,,,,,
1973,23,9,9:00:00,Song Sparrow,U,U (Unknown),1141-32865,Net G2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,22.5,,,,,
1973,23,9,9:00:00,Ovenbird,U,U (Unknown),830-47653,Net G2,Clear; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,20.1,,,,,
1973,23,9,12:00:00,Lincoln's Sparrow,U,AHY (After Hatch Year),830-47655,Net GN2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,17,,,,,
1973,23,9,13:00:00,Indigo Bunting,U,HY (Hatch Year),830-47656,Net GN2,Clear; calm,check mark in record,no check,none,none,none,none,#598,Keith Bradley-Hewitt,14.4,,,,,
1973,25,9,10:15:00,House Sparrow,U,U (Unknown),830-47657,Cage E,Overcast; light winds; clearing by mid-morning,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,29.7,,,,,
1973,25,9,10:15:00,House Sparrow,U,U (Unknown),830-47658,Cage E,Overcast; light winds; clearing by mid-morning,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,29.5,,,,,
1973,25,9,14:30:00,Catbird,U,U (Unknown),795-68501,Net WW,Overcast; light winds; clearing by mid-morning,check mark in record,no check,none,none,none,none,Willow wetland,Keith Bradley-Hewitt,,,,,,
1973,25,9,18:30:00,White-breasted Nuthatch,M,AHY (After Hatch Year),107-151151,Tree L,Overcast; light winds; clearing by mid-morning,no check mark in record,check or yes,none,none,none,none,Moderate Fat,Keith Bradley-Hewitt,23.2,,,,,
1973,26,9,13:30:00,Lincoln's Sparrow,U,U (Unknown),830-47659,Cage E,Rain; moderate winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,15.3,,,,,
1973,26,9,13:30:00,Lincoln's Sparrow,U,U (Unknown),830-47660,Cage E,Rain; moderate winds,check mark in record,no check,none,none,none,none,Moderate fat,Keith Bradley-Hewitt,16.1,,,,,
1973,26,9,18:00:00,Lincoln's Sparrow,U,U (Unknown),830-47661,Cage E,Rain; moderate winds,check mark in record,no check,none,none,none,none,Wet?; moderate fat,Keith Bradley-Hewitt,19.1?,,,,,
1973,26,9,18:00:00,Song Sparrow,U,U (Unknown),1141-32865,Cage E,Rain; moderate winds,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,22.5,,,,,
1973,27,9,8:30:00,Fox Sparrow,U,HY (Hatch Year),791-02632,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,33.4,,,,,
1973,27,9,8:30:00,White-crown Sparrow,U,HY (Hatch Year),1141-32866,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,#554,Keith Bradley-Hewitt,31,,,,,
1973,27,9,8:30:00,White-throated Sparrow,U,U (Unknown),1141-32867,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,Moderate fat; #558,Keith Bradley-Hewitt,26.2,,,,,
1973,27,9,8:30:00,Lincoln's Sparrow,U,U (Unknown),1141-32811,Cage E,Partly-cloudy; calm,no check mark in record,check or yes,none,none,none,none,Song Sparrow?,Keith Bradley-Hewitt,22.9,,,,,
1973,27,9,9:30:00,Lincoln's Sparrow,U,U (Unknown),830-47662,Cage E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,17,,,,,
1973,27,9,9:30:00,Lincoln's Sparrow,U,U (Unknown),1141-32868,Cage E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,20.4,,,,,
1973,27,9,11:30:00,Lincoln's Sparrow,U,U (Unknown),830-47663,Net GN2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,Moderate fat,Keith Bradley-Hewitt,15.6,,,,,
1973,27,9,12:30:00,Lincoln's Sparrow,U,U (Unknown),830-47664,Cage E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,17.4,,,,,
1973,27,9,13:30:00,American Goldfinch,M,HY (Hatch Year),1300-88303,Net G2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,#529,Keith Bradley-Hewitt,15,,,,,
1973,27,9,14:30:00,Lincoln's Sparrow,U,U (Unknown),830-47661,Cage E,Partly-cloudy; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,17.6,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,HY (Hatch Year),1300-88304,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,#655,Keith Bradley-Hewitt,12.1,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,U (Unknown),1300-88305,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.9,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,HY (Hatch Year),1300-88306,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.8,,,,,
1973,27,9,14:30:00,White-throated Sparrow,U,U (Unknown),830-47665,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,General moult,Keith Bradley-Hewitt,23.7,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,U (Unknown),1300-88307,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.8,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,HY (Hatch Year),1300-88308,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,U (Unknown),1300-88309,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.7,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,HY (Hatch Year),1300-88310,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.5,,,,,
1973,27,9,14:30:00,Indigo Bunting,U,HY (Hatch Year),1300-88311,Net G1,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,14.6,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,HY (Hatch Year),1300-88312,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13,,,,,
1973,27,9,14:30:00,Myrtle Warbler,U,U (Unknown),1300-88313,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.5,,,,,
1973,27,9,14:30:00,Yellowthroat,F,U (Unknown),1300-88314,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,#681,Keith Bradley-Hewitt,10.9,,,,,
1973,27,9,14:30:00,Nashville Warbler,M,HY (Hatch Year),1300-88315,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,#645,Keith Bradley-Hewitt,10.2,,,,,
1973,27,9,14:30:00,Nashville Warbler,F,U (Unknown),1300-88316,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,10,,,,,
1973,27,9,14:30:00,Lincoln's Sparrow,U,U (Unknown),830-47664,Net G-2,Partly-cloudy; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,17,,,,,
1973,27,9,14:30:00,Field Sparrow,U,HY (Hatch Year),830-47666,Net G-2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.5,,,,,
1973,27,9,17:30:00,Lincoln's Sparrow,U,U (Unknown),830-47667,Net GN2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,17.9,,,,,
1973,27,9,17:30:00,Lincoln's Sparrow,U,U (Unknown),0-47668,Net GN2,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,Tail moult,Keith Bradley-Hewitt,16,,,,,
1973,28,9,7:30:00,Catbird,U,AHY (After Hatch Year),1141-32869,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,#704,Keith Bradley-Hewitt,37.5,,,,,
1973,28,9,7:30:00,Blue Jay,U,HY (Hatch Year),1113-89940,Tree R,Overcast; calm,check mark in record,no check,none,none,none,none,#477,Keith Bradley-Hewitt,83.7,,,,,
1973,28,9,8:00:00,Robin,F,U (Unknown),742-09488,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,Caught by tongue; #761,Keith Bradley-Hewitt,79.4,125,,,,
1973,28,9,10:30:00,Lincoln's Sparrow,U,U (Unknown),830-47669,Cage E,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,16.6,,,,,
1973,28,9,10:30:00,Lincoln's Sparrow,U,U (Unknown),1141-32826,Cage E,Overcast; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1973,28,9,15:00:00,White-breasted Nuthatch,M,AHY (After Hatch Year),107-151151,Tree R,Overcast; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,21.5,,,,,
1973,28,9,15:30:00,Yellowthroat,F,U (Unknown),1300-88317,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.4,,,,,
1973,28,9,16:30:00,Black-capped Chickadee,U,HY (Hatch Year),1300-88318,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12,62,,,,
1973,28,9,16:30:00,Palm Warbler,U,U (Unknown),1300-88319,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,#672,Keith Bradley-Hewitt,10.8,,,,,
1973,28,9,16:30:00,Nashville Warbler,F,U (Unknown),1300-88320,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,#645,Keith Bradley-Hewitt,9.1,,,,,
1973,28,9,16:30:00,Nashville Warbler,F,U (Unknown),1300-88321,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,9.1,,,,,
1973,28,9,16:30:00,Nashville Warbler,F,U (Unknown),1300-88322,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,8.5,,,,,
1973,28,9,16:30:00,Tennessee Warbler,F,HY (Hatch Year),1300-88323,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,#647,Keith Bradley-Hewitt,10.6,61,,,,
1973,28,9,16:30:00,Tennessee Warbler,F,HY (Hatch Year),1300-88324,Net G1,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,9.3,61,,,,
1973,28,9,16:30:00,Tennessee Warbler,M,AHY (After Hatch Year),1300-88325,Net G-2,Overcast; calm,check mark in record,no check,none,none,none,none,Moulted grey head,Keith Bradley-Hewitt,10.9,64,,,,
1973,28,9,16:30:00,White-throated Sparrow,U,U (Unknown),830-47665,Net G-2,Overcast; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,22.2,,,,,
1973,28,9,17:00:00,Myrtle Warbler,M,AHY (After Hatch Year),1300-88326,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,#655,Keith Bradley-Hewitt,12.9,,,,,
1973,28,9,17:00:00,Myrtle Warbler,M,AHY (After Hatch Year),1300-88327,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.5,,,,,
1973,28,9,19:00:00,Lincoln's Sparrow,U,U (Unknown),830-47670,Cage E,Overcast; calm,check mark in record,no check,none,none,none,none,Held overnight,Keith Bradley-Hewitt,17.2? (wet),,,,,
1973,29,9,7:00:00,White-throat Sparrow,U,U (Unknown),1141-32870,Net G-1,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,22.1,,,,,
1973,29,9,7:00:00,White-throat Sparrow,U,U (Unknown),1141-32871,Net G-1,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,24,,,,,
1973,29,9,7:00:00,White-throat Sparrow,U,U (Unknown),1141-32872,Net G-1,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,26.1,,,,,
1973,29,9,7:00:00,White-throat Sparrow,U,U (Unknown),1141-32873,Net G-1,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,23.8,,,,,
1973,29,9,7:00:00,White-throat Sparrow,U,U (Unknown),1141-32874,Net G-1,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,23.9,,,,,
1973,29,9,7:00:00,Song Sparrow,U,U (Unknown),1141-32861,Cage E,Partly-cloudy; light winds,no check mark in record,check or yes,none,none,none,none,White eyebrow,Keith Bradley-Hewitt,22.7,,,,,
1973,29,9,7:00:00,Lincoln's Sparrow,U,U (Unknown),830-47671,Cage E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,19.1,,,,,
1973,29,9,9:00:00,White-throat Sparrow,U,U (Unknown),1141-32875,Net G-2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,26.5,,,,,
1973,29,9,9:00:00,Lincoln's Sparrow,U,U (Unknown),830-47672,Net G-2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,16.4,,,,,
1973,29,9,11:30:00,Chipping Sparrow,U,U (Unknown),1300-88328,Net B,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,#560,Keith Bradley-Hewitt,13.3,,,,,
1973,29,9,11:30:00,Lincoln's Sparrow,U,U (Unknown),830-47673,Net B,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,21.5,,,,,
1973,29,9,12:30:00,Song Sparrow(?),U,U (Unknown),1141-32876,Cage E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,White shoulder points,Keith Bradley-Hewitt,21.5,,,,,
1973,29,9,16:00:00,Myrtle Warbler,U,U (Unknown),1300-88329,Net G2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.4,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88330,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.8,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,HY (Hatch Year),1300-88331,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.2,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88332,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.8,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88333,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.2,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88334,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.6,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88335,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88336,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.7,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88337,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12,,,,,
1973,29,9,18:00:00,Myrtle Warbler,U,U (Unknown),1300-88338,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,14.6,,,,,
1973,29,9,18:00:00,Fox Sparrow,U,HY (Hatch Year),791-02633,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,38.8,,,,,
1973,29,9,18:00:00,Lincoln's Sparrow,U,U (Unknown),830-47674,Net GN2,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,18.2,,,,,
1973,30,9,8:00:00,White-throated Sparrow,U,U (Unknown),1141-32877,Net G1,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,24.1,,,,,
1973,30,9,8:00:00,White-throated Sparrow,U,U (Unknown),1141-32878,Net G1,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,25.2,,,,,
1973,30,9,10:00:00,Field Sparrow,U,U (Unknown),1300-88339,Net B,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,14.5,,,,,
1973,30,9,10:00:00,American Goldfinch,M,U (Unknown),1300-88340,Net B,Clear; calm,check mark in record,no check,none,none,none,none,#529,Keith Bradley-Hewitt,13.7,,,,,
1973,30,9,11:00:00,White-breasted Nuthatch,M,U (Unknown),113-195985,Net B,Clear; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,20.7,,,,,
1973,30,9,12:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88341,Net G-2,Clear; calm,check mark in record,no check,none,none,none,none,R3; grey eye; 20% pink,Keith Bradley-Hewitt,18.9,77,,,,
1973,30,9,12:00:00,Lincoln's Sparrow,U,U (Unknown),830-47675,Net G-2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,19.5,,,,,
1973,30,9,12:00:00,Rose-breasted Grosbeak,F,HY (Hatch Year),791-02634,Net G-2,Clear; calm,check mark in record,no check,none,none,none,none,#595,Keith Bradley-Hewitt,49.9,,,,,
1973,30,9,17:30:00,Palm Warbler,U,U (Unknown),1300-88342,Net B,Clear; calm,check mark in record,no check,none,none,none,none,#672,Keith Bradley-Hewitt,11.6,,,,,
1973,30,9,17:30:00,Black-capped Chickadee,U,HY (Hatch Year),1300-88343,Net GN2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.1,,,,,
1973,30,9,17:30:00,Tennessee Warbler,F,HY (Hatch Year),1300-88344,Net G2,Clear; calm,check mark in record,no check,none,none,none,none,#647,Keith Bradley-Hewitt,11.8,60,,,,
1973,30,9,17:30:00,Song Sparrow,U,U (Unknown),1141-32826,Net G2,Clear; calm,no check mark in record,check or yes,none,none,none,none,Moult,Keith Bradley-Hewitt,20.7,,,,,
1973,30,9,17:30:00,White-throated Sparrow,U,U (Unknown),1141-32879,Net G2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,26.9,,,,,
1973,30,9,17:30:00,White-throated Sparrow,U,U (Unknown),1141-32880,Net G2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,28.8,,,,,
1973,30,9,17:30:00,Chipping Sparrow,U,U (Unknown),1300-88345,Net G2,Clear; calm,check mark in record,no check,none,none,none,none,#560,Keith Bradley-Hewitt,12.6,,,,,
1973,1,10,7:00:00,Lincoln's Sparrow,U,U (Unknown),830-47676,Cage E,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,Bloody forehead,Keith Bradley-Hewitt,,,,,,
1973,1,10,7:00:00,Palm Warbler,U,U (Unknown),1300-88346,Net B,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.1,,,,,
1973,1,10,8:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88347,Net B,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,Black nib; R3; 10%; brown eye,Keith Bradley-Hewitt,18.3,74,,,,
1973,1,10,8:00:00,Song Sparrow,U,U (Unknown),830-47627,Net GN2,Foggy; clearing; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,20.9,,,,,
1973,1,10,8:00:00,White-throat Sparrow,U,U (Unknown),1141-32881,Net GN2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,23.2,,,,,
1973,1,10,9:00:00,Lincoln's Sparrow,U,U (Unknown),830-47677,Net B,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,16.9,,,,,
1973,1,10,9:00:00,Lincoln's Sparrow,U,U (Unknown),830-47678,Net G1,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,Complete moult,Keith Bradley-Hewitt,16.6,,,,,
1973,1,10,9:00:00,Lincoln's Sparrow,U,U (Unknown),830-47679,Net G-2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,17.6,,,,,
1973,1,10,9:00:00,White-crown Sparrow,F,HY (Hatch Year),1141-32882,Net G-2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,#554,Keith Bradley-Hewitt,25.6,73,,,,
1973,1,10,12:30:00,Lincoln's Sparrow,U,U (Unknown),830-47680,Cage E,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1973,1,10,12:30:00,Ruby-crowned Kinglet,U,HY (Hatch Year),1300-88348,Net G-2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,#749,Keith Bradley-Hewitt,7.2,,,,,
1973,1,10,12:30:00,Ruby-crowned Kinglet,U,HY (Hatch Year),1300-88349,Net G-2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,7.5,,,,,
1973,1,10,12:30:00,American Goldfinch,M,HY (Hatch Year),1300-88350,Net G-2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.9,,,,,
1973,1,10,12:30:00,Myrtle Warbler,U,U (Unknown),1300-88351,Net GN2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.5,,,,,
1973,1,10,12:30:00,Palm Warbler,U,U (Unknown),1300-88352,Net G2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,10.8,,,,,
1973,1,10,12:30:00,Palm Warbler,U,U (Unknown),1300-88353,Net GN2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,10.5,,,,,
1973,1,10,12:30:00,White-throat Sparrow,U,U (Unknown),1141-32883,Net G2,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,27.7,,,,,
1973,1,10,17:00:00,Myrtle Warbler,U,HY (Hatch Year),1300-88354,Net B,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.5,,,,,
1973,1,10,17:30:00,Lincoln's Sparrow,U,U (Unknown),830-47681,Cage E,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,18.2,,,,,
1973,1,10,19:00:00,Song Sparrow,U,U (Unknown),1141-32808,Net GN2,Foggy; clearing; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,21.5,,,,,
1973,1,10,19:00:00,Lincoln's Sparrow,U,U (Unknown),830-47682,Cage E,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,19.9,,,,,
1973,1,10,19:00:00,Lincoln's Sparrow,U,U (Unknown),830-47683,Cage E,Foggy; clearing; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,18.8,,,,,
1973,2,10,7:00:00,Lincoln's Sparrow,U,U (Unknown),830-47614,Net B,Overcast; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,19.3,,,,,
1973,2,10,9:00:00,Lincoln's Sparrow,U,U (Unknown),830-47501,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,16.1,,,,,
1973,2,10,10:00:00,Palm Warbler,U,U (Unknown),1300-88346,Net G2,Overcast; calm,no check mark in record,check or yes,none,none,none,none,none,Keith Bradley-Hewitt,11.5,,,,,
1973,2,10,10:00:00,Blue Jay,U,HY (Hatch Year),1113-89941,Net BT,Overcast; calm,check mark in record,no check,none,none,none,none,#477,Keith Bradley-Hewitt,96.1,,,,,
1973,2,10,10:15:00,White-throat Sparrow,U,U (Unknown),1141-32884,Net GN2,Overcast; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,26.7,,,,,
