Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,PHILADELPHIA INTL,Unknown,B-737-400,1,None,,,,5/1/01 0:00,208846,No damage,,2,US AIRWAYS*,Pennsylvania,Climb,None,FALSE,FALSE,"LANDED MCO, NO INCIDENT. ATIS WARNING.",,Medium,No Cloud,Unknown bird - medium,,Day,,,0,0,0,,,,,
Airplane,INDIANAPOLIS INTL,Unknown,B-727-100,1,None,,,,5/1/01 0:00,202806,No damage,,3,RYAN INTL AIRLINES,Indiana,Approach,None,FALSE,FALSE,,,Medium,No Cloud,Unknown bird - medium,,Dawn,N,,0,0,0,,,,,
Airplane,LOGAN INTL,< 1000 ft,A-319,1,,,,,5/1/01 0:00,210367,No damage,,2,AIR CANADA,Massachusetts,Approach,,FALSE,FALSE,HIT LWR LHS FUSELAGE. NO DMG. FLT 810,,Medium,,Unknown bird - medium,,,,,0,0,0,,500,,,
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,A-320,1,,,,,5/1/01 0:00,207010,No damage,2 MI OUT,2,UNITED AIRLINES,New Jersey,Approach,,FALSE,FALSE,BIRD HIT UPPER L RADOME. FOUND SMALL BIRD PARTS IN ENG ON BLADES AND IN CORE. INGESTION. OKAY. CLEANED ENG AND RADOME.,,Medium,,Unknown bird - medium,,,,,0,0,0,2,"2,000",,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/1/01 0:00,202808,No damage,AUS-SFO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND BIRD STRIKE EVIDENCE ON 32 ENG. INSPN. OK FOR SVC,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,5/1/01 0:00,210911,No damage,ICT-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT JUST BELOW AND AFT OF SLIDING WINDOW. NO DMG. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,A-319,1,,,,,5/1/01 0:00,203416,No damage,ORD-SJC,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,INSPN AND CLEANED WINDSHLD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,CHARLESTON AFB/INTL ARPT,Unknown,HOMEBUILT,1,,,,,5/1/01 0:00,208629,No damage,,,PRIVATELY OWNED,South Carolina,,,TRUE,TRUE,REMAINS IDENTIFIED BY SMITHSONIAN. (FAA 102) AC= CHANEY ULV-1 HOMEBUILT,,Small,,Cattle egret,,,,,0,0,0,,,,,
Airplane,MOBILE REGIONAL,< 1000 ft,MD-88,1,Other,LOST STEERING IN NOSEWHEEL,,,5/1/01 0:00,212944,Caused damage,,2,UNKNOWN,Alabama,Take-off run,,FALSE,FALSE,"LRG BIRD WALKED IN FRONT OF NOSE GEAR. FELT IT HIT BIRD. CONTD T/O, NO ABNORMAL INDICATIONS. CONTACTED MX AND DISPATCH WHO AGREED IT WAS OK TO CONT TO ATL. LOST NOSEWHEEL STEERING DURING LAST 90 DEGREE TURN INTO GATE. BIRD REMAINS IN STEERING BYPASS MECHA",,Large,,Unknown bird - large,,,,,0,0,0,0,0,,,120
,JACKSONVILLE INTL,> 1000 ft,UNKNOWN,1,Precautionary Landing,EMERGENCY DECLARED,,,5/1/01 0:00,215341,Caused damage,,,UNKNOWN,Florida,Climb,,FALSE,FALSE,A/C ENCOUNTERED BIRDS. DECLARED EMERGENCY. LOUD BOOM WAS FOLLOWED BY PARTIAL LOSS OF POWER AND VIBRATION AND SLOW LOSS OF R HYD FLUID. KEPT ENG RUNNING DUE TO HEAVY WT.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"1,500",,,
Airplane,DALLAS/FORT WORTH INTL ARPT,Unknown,MD-80,1,Precautionary Landing,EMERGENCY LANDING,,,5/1/01 0:00,207466,Caused damage,,2,UNKNOWN,Texas,Climb,,FALSE,FALSE,"JUST AFTER T/O, HEARD A LOUD BANG AND FELT A THUD.LOUD GRINDING NOISE CONTD UNTIL WE LANDED. CHANGED A/C. ENCOUNTERED IBRDS. # NOT REPTD, ASSUME 1. LANDED IN EMERGENCY CONDITION. ENG  FAILURE.",,Medium,,Unknown bird - medium,,Day,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,BA-41 JETSTR,1,,,,,5/1/01 0:00,205049,Caused damage,HPN-IAD,2,ATLANTIC COAST AIRLINES,N/A,,,FALSE,FALSE,"ON POST FLT WALKAROUND, CREW FOUND RT ENG HAD INGESTED A BIRD ENRT. CREW SWAPPED PLANES AND CONTD WITH TRIP. BORESCOPED ENG AND CHANGED FUEL NOZZLE.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LIHUE ARPT,< 1000 ft,B-737-200,1,None,,,,5/1/01 0:00,203229,No damage,,2,ALOHA AIRLINES,Hawaii,Climb,None,FALSE,FALSE,FLT 34,5/1/01 0:00,Small,Some Cloud,Unknown bird - small,800,Day,,,0,0,0,,100,,,170
Airplane,AUSTIN STRAUBEL INTL,< 1000 ft,SAAB-340,1,Aborted Take-off,,,,5/1/01 0:00,204364,No damage,,2,MESABA AIRLINES,Wisconsin,Take-off run,None,FALSE,FALSE,PILOT SAID THERE DID NOT APPEAR TO BE ANY DMG. AWAITING MECH'S INSPN.,5/1/01 0:00,,Some Cloud,Gulls,1054,Day,N,,0,0,0,0,0,,,100
Airplane,W K KELLOGG ARPT,> 1000 ft,CITATIONJET,1,None,,,,5/1/01 0:00,202986,No damage,,2,BUSINESS,Michigan,Approach,Rain,FALSE,FALSE,BIRD HIT L WINDSHLD ON 4 MI FINAL.,5/1/01 0:00,Medium,Some Cloud,Unknown bird - medium,1007,Day,N,,0,0,0,,"1,200",,,125
Airplane,INDIANAPOLIS INTL,> 1000 ft,DC-10,1,None,,,,5/1/01 0:00,208862,No damage,,3,FEDEX EXPRESS,Indiana,Approach,None,FALSE,FALSE,,5/1/01 0:00,Small,No Cloud,Unknown bird - small,2355,Night,N,,0,0,0,,"2,500",,,180
Airplane,WESTCHESTER COUNTY ARPT,Unknown,FOKKER F100,2 to 10,None,,,,5/1/01 0:00,204165,No damage,,2,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,,5/1/01 0:00,Large,No Cloud,Canada goose,2148,Night,Y,,0,0,0,,,,,
,WORCESTER REGIONAL,Unknown,UNKNOWN,1,,,,,5/1/01 0:00,210177,No damage,,,UNKNOWN,Massachusetts,,,TRUE,FALSE,"FOOUND AT 1615, DAY.",5/1/01 0:00,,,Sparrows,,,,,0,0,0,0,,,,
Airplane,KANSAS CITY INTL,> 1000 ft,DC-9,1,None,,,,5/1/01 0:00,206346,No damage,,2,MIDWEST AIRLINES,Missouri,Approach,None,TRUE,TRUE,"BIRD ID NOT POSSIBLE FROM SMITHSONIAN (FAA 093), NOT ENOUGH FEATHERS. IT WAS A PASSERINE. FLT 827 MKE-MCI",5/1/01 0:00,,Some Cloud,Perching birds (y),2300,Night,,,0,0,0,,"2,000",,,
Airplane,UNKNOWN,Unknown,A-320,1,None,,,,5/1/01 0:00,203765,No damage,AWA,2,AMERICA WEST AIRLINES,N/A,,,FALSE,FALSE,SMALL STRIKE ON RH NL6 DOOR FWD INBD EDGE. NO REMAINS.,5/2/01 0:00,Small,,Unknown bird - small,,Night,,,0,0,0,,,,,
Airplane,FORT WORTH ALLIANCE,Unknown,DC-10,1,None,,,,5/1/01 0:00,202786,No damage,,3,FEDEX EXPRESS,Texas,Approach,None,FALSE,FALSE,SECND REPT DIFFERENT DAY,5/2/01 0:00,Small,No Cloud,Unknown bird - small,,Night,N,,0,0,0,,,,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,MD-80,1,None,,,,5/1/01 0:00,204166,No damage,,2,AMERICAN AIRLINES,Michigan,Take-off run,None,FALSE,FALSE,PIGOEN SIZED BIRD HIT LWR RADOME. NO DMG. REPTD TO TWR.,5/3/01 0:00,Medium,No Cloud,Unknown bird - medium,725,Day,N,,0,0,0,0,0,,,
Airplane,MEMPHIS INTL,< 1000 ft,DC-10,1,None,,,,5/1/01 0:00,205819,No damage,,3,FEDEX EXPRESS,Tennessee,Take-off run,None,FALSE,FALSE,,5/4/01 0:00,Medium,No Cloud,Unknown bird - medium,519,Dawn,,,0,0,0,0,0,,,118
Airplane,TETERBORO AIRPORT,< 1000 ft,HAWKER-SDLY HS125,1,None,,,,5/1/01 0:00,208423,Caused damage,,2,BUSINESS,New Jersey,Take-off run,None,FALSE,FALSE,"LE OF WING DENTED AND INGESTION SMELL FROM ENG. WING REPAIRED. ENG INSPCTD, NO DMG.",5/16/01 0:00,Medium,No Cloud,Unknown bird - medium,,Night,,8,0,781,781,0,0,,,250
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,Unknown,T-38A,1,Precautionary Landing,,,,5/1/01 0:00,3951,Caused damage,,,MILITARY,Alabama,Climb,None,FALSE,FALSE,,5/21/01 8:31,Medium,Some Clouds,Unknown bird or bat,1040,Day,,,0,"62,477","62,477",,,,,
,SHEPPARD AIR FORCE BASE,< 1000 ft,T-37B,1,None,,,,5/1/01 0:00,5553,No damage,,,MILITARY,Texas,Approach,None,TRUE,TRUE,No damage to aircraft,6/7/01 10:19,Small,No Cloud,Purple martin,1745,Day,Y,0,0,0,0,,500,,,140
Airplane,UNKNOWN,Unknown,EMB-145,1,,,,,5/1/01 0:00,224055,Caused damage,,2,MESA AIRLINES,N/A,,,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. ENG # NOT REPTD, ASSUME 1. MAY HAVE BEEN DMG TO OTHER PARTS. EXTENT OF ENG DMG NOT REPTD.",12/5/02 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,BEVERLY MUNICIPAL ARPT,< 1000 ft,C-172,1,None,,,,5/2/01 0:00,210032,No damage,,1,PRIVATELY OWNED,Massachusetts,Landing Roll,None,FALSE,FALSE,"BIRD REPTD AS GOOSE, ASSUME CANADA GOOSE.",,Large,No Cloud,Canada goose,,Day,N,,0,0,0,0,0,,,60
Airplane,AIRBORNE AIRPARK,> 1000 ft,DC-8-63,1,None,,,,5/2/01 0:00,207336,No damage,,4,ABX AIR,Ohio,Approach,None,FALSE,FALSE,"LOUD THUMP WAS HEARD ON DOWNWIND. AFTER LDG, BIRD STRKE EVIDENCE WAS SEEN ON CENTER WINDSCREEN. INSPN AND CLEANED. NO DMG.",,Medium,Some Cloud,Unknown bird - medium,,Night,,,0,0,0,,"6,000",,,220
Airplane,MEMPHIS INTL,> 1000 ft,SAAB-340,1,None,,,,5/2/01 0:00,205960,No damage,,2,PINNACLE,Tennessee,Climb,None,FALSE,FALSE,BIRD HIT F/O WINDSHLD. NO DMG.,,Medium,No Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"3,000",,,140
Airplane,UNKNOWN,Unknown,DC-9-30,1,,,,,5/2/01 0:00,208437,No damage,FOUND AT PVD,2,ABX AIR,N/A,,,FALSE,FALSE,"MAINT FOUND EVIDENCE OF A BIRD STRIKE ON L WING LE, MID WING. INSPN. NO DMG. CLEANED.",,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,AIRBORNE AIRPARK,Unknown,B-767-200,2 to 10,None,,,,5/2/01 0:00,204909,No damage,,2,ABX AIR,Ohio,Descent,,FALSE,FALSE,,,Medium,,Unknown bird - medium,,,N,,0,0,0,,,,,
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-777-200,1,,,,,5/2/01 0:00,205632,No damage,,2,UNITED AIRLINES,DC,Approach,,FALSE,FALSE,"BIRD HIT UPPER RADOME, JUST RT F CENTER. NO DMG.",,Small,,Unknown bird - small,,,,,0,0,0,,300,,,136
Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,B-727-200,1,None,,,,5/2/01 0:00,205540,No damage,,3,UNITED AIRLINES,Colorado,Take-off run,None,FALSE,FALSE,INSPN. NO DMG.,,Small,No Cloud,Western meadowlark,610,Dawn,,,0,0,0,0,0,,,
Airplane,LAMBERT-ST LOUIS INTL,Unknown,CL-RJ100/200,1,,,,,5/2/01 0:00,205944,No damage,,2,AIR CANADA,Missouri,Descent,,FALSE,FALSE,NO DMG. FLT 359,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-777-200,1,,,,,5/2/01 0:00,206192,No damage,SFO-CDG,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND EVIDENCE OF BIRD STRIKE ON RH ENG NOSE COWL. INSPN. CLEANED. ENG OPS NORMAL.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,GEORGE BUSH INTERCONTINENTAL,Unknown,DC-9,1,,,,,5/2/01 0:00,210080,No damage,,2,AIR CANADA,Texas,Approach,,FALSE,FALSE,FLT 3194. LDG FLARE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/2/01 0:00,204970,No damage,BOS-IAD,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND EVIDENCE OF BIRD STRIKE ON RH LE FLAP 2ND FROM INBD. CLEANED & INSPCTD. NO DMG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,FORT WORTH ALLIANCE,Unknown,DC-10,1,None,,,,5/2/01 0:00,209072,No damage,,3,FEDEX EXPRESS,Texas,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,45,Night,,,0,0,0,,,,,
Airplane,LOGAN INTL,< 1000 ft,A-300,1,None,,,,5/2/01 0:00,212144,No damage,,2,AMERICAN AIRLINES,Massachusetts,Approach,None,FALSE,FALSE,ATIS WARNING ON CONSTANTLY. NO DMG. N- 51 (INCOMPLETE N#),5/2/01 0:00,,No Cloud,Gulls,,Night,Y,,0,0,0,,600,,,145
Airplane,RENO TAHOE INTL,< 1000 ft,B-737-300,1,None,,,,5/2/01 0:00,207214,No damage,,2,AMERICA WEST AIRLINES,Nevada,Approach,None,FALSE,FALSE,LIKE A SPARROW. NO DM.G 4-8 BIRDS SCATTERED,5/2/01 0:00,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,,50,,,128
Airplane,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,B-757-200,1,None,,,,5/2/01 0:00,204506,No damage,6 MILES OUT,2,UNITED AIRLINES,Florida,Approach,None,FALSE,FALSE,BIRD HIT CAPT'S WINDSCREEN. INSPN. CLEANED.,5/2/01 0:00,Small,Some Cloud,Unknown bird - small,2157,Night,Y,,0,0,0,6,"1,600",,,
,PHOENIX-MESA GATEWAY,Unknown,UNKNOWN,1,,,,,5/2/01 0:00,208681,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,"FOUND AT 0619, DAWN. 12' FROM L EDGE AT 8,000' REMAINING MARK.",5/2/01 0:00,,,Sparrows,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/2/01 0:00,204891,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FOUND DURING DAY ON TWY G W OF G6. BIRD ID BY WS BIOL.,5/2/01 0:00,Small,,White-winged dove,,,,,0,0,0,0,,,,
Airplane,DULUTH INTL ARPT,< 1000 ft,KC-135R,1,None,,,,5/2/01 0:00,3952,No damage,,,MILITARY,Minnesota,Approach,None,TRUE,TRUE,"Seagull (?) struck #4 leading edge flap.  No damage.  remains recovered, sent to Carla.",5/3/01 9:30,Small,No Clouds,Mourning dove,1600,Day,,0,0,0,0,,50,,,140
Airplane,BARKSDALE AIR FORCE BASE ARPT,Unknown,B-52H,1,None,,,,5/2/01 0:00,5914,No damage,,,MILITARY,Louisiana,Approach,None,TRUE,TRUE,,5/3/01 11:08,Small,No Cloud,Barn swallow,,Night,,0,0,0,0,,,,,
Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,1,Precautionary Landing,,,,5/2/01 0:00,5913,No damage,,,MILITARY,Louisiana,Approach,None,FALSE,FALSE,,5/4/01 13:05,Medium,No Cloud,Unknown bird or bat,1545,Day,,0,0,0,0,,"1,800",,,170
,JOHN F KENNEDY INTL,Unknown,UNKNOWN,1,,,,,5/2/01 0:00,202307,No damage,,,UNKNOWN,New York,,,TRUE,FALSE,FOUND DURING RWY SWEEP. 8 FT E OF CENTERLINE.,5/10/01 0:00,Medium,,Black-crowned night-heron,,,N,,0,0,0,0,,,,
Airplane,UNKNOWN,Unknown,B-727,1,None,,,,5/2/01 0:00,208743,No damage,FOUND AT SDF,3,FEDEX EXPRESS,N/A,,None,FALSE,FALSE,,6/14/01 0:00,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-800,1,None,,,,5/2/01 0:00,210512,No damage,FOUND AT PDX,2,DELTA AIR LINES,N/A,,None,FALSE,FALSE,MAINT FOUND STRIKE EVIDENCE ON LE OF L WING ON ARRIVAL. NO DMG.,6/27/01 0:00,Medium,No Cloud,Unknown bird - medium,,Day,,,0,0,0,,,,,
Airplane,WASHINGTON DULLES INTL ARPT,> 1000 ft,DC-9,1,None,,,,5/3/01 0:00,205444,No damage,,2,NORTHWEST AIRLINES,DC,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Night,,,0,0,0,,"2,400",,,230
Airplane,LAMBERT-ST LOUIS INTL,Unknown,A-319,1,None,,,,5/3/01 0:00,207927,No damage,,2,AMERICA WEST AIRLINES,Missouri,Approach,None,FALSE,FALSE,NO DMG,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,,,,
Airplane,ALBERT WHITTED,Unknown,AA-5,2 to 10,Precautionary Landing,,,,5/3/01 0:00,207654,No damage,,1,PRIVATELY OWNED,Florida,Approach,None,FALSE,FALSE,PART STRUCK NOT REPTD.,,,Some Cloud,Gulls,,Day,N,,0,0,0,,,,,
Airplane,METRO OAKLAND INTL,> 1000 ft,B-737-300,1,,,,,5/3/01 0:00,205466,No damage,,2,UNITED AIRLINES,California,Approach,,FALSE,FALSE,FLT 8114. BIRD SPLATTERED ON F/O WINDOW. CLEANED & INSPCTD. NO DMG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"6,600",,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,5/3/01 0:00,205803,No damage,MBS-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BID HIT ABOVE CAPT'S FWD WINDOW. INSPN. NO DMG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/3/01 0:00,203669,No damage,ORD-IAD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,INSPCTD ENG,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,METRO OAKLAND INTL,Unknown,B-737-300,1,,,,,5/3/01 0:00,205644,No damage,,2,UNITED AIRLINES,California,Approach,,FALSE,FALSE,SUSPECT BIRD STRIKE ON SHORT FINAL. SOUNDED LIKE IT HIT RADOME. INSPN FOUND NO IMPACT EVIDENCE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,BOISE AIR TERMINAL/GOWEN FIELD,Unknown,B-737-300,1,,,,,5/3/01 0:00,206689,No damage,,2,UNITED AIRLINES,Idaho,,,FALSE,FALSE,BIRD STRIKE ON FINAL APCH. CLEANED RADOME.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SAN FRANCISCO INTL ARPT,Unknown,B-757-200,1,,,,,5/3/01 0:00,205905,No damage,,2,UNITED AIRLINES,California,Approach,,FALSE,FALSE,BIRD HIT L CORNER OF CAPT WINDSHLD. NO DMG. VISION NO OBSTRUCTED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LOS ANGELES INTL,Unknown,B-737-500,1,,,,,5/3/01 0:00,208474,No damage,,2,UNITED AIRLINES,California,Approach,,FALSE,FALSE,"ON SHORT FINAL, CAPT SAW BIRD FLY AND SHORTLY AFTER NOTICED A BURNT SMELL IN COCKPIT. INGESTION. INSPN FOUND BIRD REMAINS AROUND ENG BLADES. NO DMG.",,Small,,Unknown bird - small,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-767-200,1,None,,,,5/3/01 0:00,204743,Caused damage,FOUND AT KILN,2,ABX AIR,N/A,,,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. BLADES 18 AND 19 WERE BENT AND REPLACED. (DATA ENTRY NOTE: PHASE NOT REPTD, ASSUME FOUND AT ILN)",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,AIRBORNE AIRPARK,Unknown,B-767-200,1,None,,,,5/3/01 0:00,203433,Caused damage,,2,ABX AIR,Ohio,,,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1.  #1 ENG BLADES 18 AND 19 BENT. INGESTION. BLADES REPLACED.  (DATA ENTRY NOTE: PHASE NOT REPTD, ASSUME FOUND AT ILN)",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,MIAMI INTL,< 1000 ft,B-727-200,1,None,,,,5/3/01 0:00,207602,No damage,,3,AMERICAN AIRLINES,Florida,Take-off run,None,FALSE,FALSE,NO DMG,5/3/01 0:00,,Some Cloud,Ducks,,Day,N,,0,0,0,0,0,,,90
Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,B-727,1,None,,,,5/3/01 0:00,209754,No damage,,3,ASTAR AIR CARGO,Missouri,Climb,None,FALSE,FALSE,ATIS WARNING. PART STRUCK AND # BIRDS NOT REPTD.,5/3/01 0:00,Medium,No Cloud,Unknown bird - medium,,Night,,,0,0,0,,"2,500",,,250
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,None,,,,5/3/01 0:00,206222,No damage,10 MI W BWI,2,SOUTHWEST AIRLINES,Maryland,Approach,None,FALSE,FALSE,ATIS WARNING,5/3/01 0:00,Small,No Cloud,Unknown bird - small,,Night,Y,,0,0,0,10,"2,000",,,170
,MIAMI INTL,Unknown,UNKNOWN,1,,,,,5/3/01 0:00,205564,No damage,,,UNKNOWN,Florida,,,TRUE,FALSE,"CARCASS REMOVED AT 0805, DAY. BOTH WINGS WERE HURT.",5/3/01 0:00,,,Gulls,,,,,0,0,0,0,,,,
,GERALD R FORD INTL,Unknown,UNKNOWN,1,,,,,5/3/01 0:00,201032,No damage,,,UNKNOWN,Michigan,,,TRUE,FALSE,"MALE MALLARD FOUND AT 2215, NIGHT.",5/3/01 0:00,Medium,,Mallard,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/3/01 0:00,205973,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,"REMOVED CARCASS FROM RWY 8/26 AT DAWN, 0500.",5/3/01 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
Airplane,SALT LAKE CITY INTL,Unknown,B-767,2 to 10,None,,,,5/3/01 0:00,215335,No damage,,2,DELTA AIR LINES,Utah,Climb,None,TRUE,FALSE,"PILOT REPTD TO TWR THAT ON DEPTR, POSSILBY IHT SML BIRD. RWY INSPN FOUND 2 CARCASSES.",5/3/01 0:00,Small,Some Cloud,Cliff swallow,1300,Day,,,0,0,0,,,,,
Airplane,SAN DIEGO INTL,< 1000 ft,A-319,2 to 10,Precautionary Landing,EMERGENCY DECLARED,,86,5/3/01 0:00,211775,Caused damage,,2,US AIRWAYS*,California,Climb,None,FALSE,FALSE,BELIEVED TO BE WESTERN GULLS. ENG RAN ROUGH AFTER INGESTION. VIBRATION & EXCESSIVE NOISE. EMERGENCY DECLARED. 4 BENT FAN BLADES. 8 FAN BLADES REPLACED.  LANDING UNEVENTFUL.,5/3/01 0:00,Medium,No Cloud,Western gull,700,Day,N,16,0,"162,481","162,481",,700,,,150
Airplane,HILO INTL ARPT,< 1000 ft,B-737,1,,,,,5/3/01 0:00,203434,No damage,,2,ALOHA AIRLINES,Hawaii,Landing Roll,,FALSE,FALSE,FLT 31. BIRD ID BY WS BIOL.,6/7/01 0:00,Small,,Pacific golden-plover,645,Dawn,,,0,0,0,0,0,,,
,BOISE AIR TERMINAL/GOWEN FIELD,Unknown,UNKNOWN,,,,,,5/3/01 0:00,3953,No damage,,,MILITARY,Idaho,,,TRUE,TRUE,,7/9/01 10:45,Small,,White-throated swift,845,Day,,,0,0,0,,,,,
Airplane,YEAGER ARPT,< 1000 ft,DHC8 DASH 8,1,None,,,,5/4/01 0:00,208120,No damage,,2,BUSINESS,West Virginia,Climb,None,FALSE,FALSE,OPERATION APPEARS NORMAL,,,Some Cloud,Gulls,,Day,N,,0,0,0,,40,,,130
Airplane,WILMINGTON INTL,< 1000 ft,B-767-200,1,None,,,,5/4/01 0:00,206560,No damage,,2,ABX AIR,North Carolina,Climb,None,FALSE,FALSE,NO DMG.,,Medium,Some Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"1,000",,,160
Airplane,NASHVILLE INTL,< 1000 ft,B-737-700,1,None,,,,5/4/01 0:00,210871,No damage,,2,SOUTHWEST AIRLINES,Tennessee,Approach,None,FALSE,FALSE,NO DMG. ATIS WARNING.,,Small,No Cloud,Unknown bird - small,,Night,Y,,0,0,0,,800,,,130
Airplane,BUFFALO-NIAGARA INTL,> 1000 ft,EMB-135,1,None,,,,5/4/01 0:00,201697,No damage,,2,EXPRESSJET (CONTINENTAL EXPRS),New York,Approach,None,FALSE,FALSE,RT WING FLAP. NO DMG.,,,No Cloud,Gulls,830,Day,,,0,0,0,,"1,400",,,135
Airplane,AIRBORNE AIRPARK,> 1000 ft,B-767-200,1,None,,,,5/4/01 0:00,204819,No damage,,2,ABX AIR,Ohio,Approach,None,FALSE,FALSE,BIRD HIT RADOME. NO DMG.,,Small,No Cloud,Unknown bird - small,,Night,N,,0,0,0,,"3,000",,,170
Airplane,UNKNOWN,Unknown,DC-9-30,1,None,,,,5/4/01 0:00,204000,No damage,,2,ABX AIR,N/A,En Route,,FALSE,FALSE,BELIEVE BIRD HIT AROUND NOSE GEAR DOORS. INSPN. NO DMG.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,DC-9-30,1,None,,,,5/4/01 0:00,204798,No damage,,2,ABX AIR,N/A,En Route,,FALSE,FALSE,BIRD STRIKE REPTD RT ENG COWLING. INSPN. NO DMG. CLEANED.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,DC-9-30,1,None,,,,5/4/01 0:00,204867,No damage,,2,ABX AIR,N/A,En Route,,FALSE,FALSE,"POSSIBLE BIRD STRIKE, NOSE, LET, CAPT'S WINDSCREEN OBSCURED. INSPN. CLEANED. NO DEFECTS.",,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
